prob_class_0,prob_class_1,prob_class_2,prob_class_3,max_probability,predicted_class,predicted_class_name,forward
0.9999989,6.3100833e-07,3.284185e-07,5.636557e-08,0.9999989,0,none,True
0.99999905,3.2193967e-08,8.855115e-07,7.370941e-09,0.99999905,0,none,True
0.9999999,1.1131572e-08,7.385151e-08,1.8225151e-08,0.9999999,0,none,True
0.99999976,7.359066e-08,1.2144903e-07,2.0477136e-08,0.99999976,0,none,True
0.9999995,1.5161926e-07,3.3412594e-08,2.6726033e-07,0.9999995,0,none,True
0.9999957,3.6313395e-06,3.0560972e-07,3.5313238e-07,0.9999957,0,none,True
0.9999987,1.1708338e-06,6.852361e-08,1.6285815e-08,0.9999987,0,none,True
0.9999583,4.1404306e-05,1.919136e-07,1.2704399e-07,0.9999583,0,none,True
0.99991536,8.429257e-05,2.8918814e-07,2.5888575e-08,0.99991536,0,none,True
0.99994326,5.4130778e-05,2.5433194e-06,3.9431164e-08,0.99994326,0,none,True
0.99998546,1.41202e-05,4.2295588e-07,3.24253e-08,0.99998546,0,none,True
0.99999285,3.0148017e-06,2.3300458e-07,3.928759e-06,0.99999285,0,none,True
0.9999945,1.1223998e-06,4.0829605e-06,3.2836476e-07,0.9999945,0,none,True
0.99997735,2.2340068e-06,1.866977e-05,1.7575152e-06,0.99997735,0,none,True
0.9999527,4.479957e-05,2.4119445e-06,1.5517038e-07,0.9999527,0,none,True
0.999977,1.2647277e-05,1.0238512e-05,6.7891825e-08,0.999977,0,none,True
0.9999974,2.3072398e-06,2.1445861e-07,7.542995e-08,0.9999974,0,none,True
0.99999535,6.4114965e-07,3.4025636e-06,6.105961e-07,0.99999535,0,none,True
0.99999964,4.67751e-08,2.2740203e-07,9.3391755e-08,0.99999964,0,none,True
0.99999833,1.2652939e-07,1.4363517e-06,1.3620682e-07,0.99999833,0,none,True
0.99999714,2.1623348e-06,2.3031141e-07,4.9844186e-07,0.99999714,0,none,True
0.99999845,2.0410053e-07,7.909468e-07,5.890623e-07,0.99999845,0,none,True
0.9999902,5.206084e-07,2.1748072e-06,7.0908054e-06,0.9999902,0,none,True
0.9999981,2.902546e-07,5.627982e-07,9.963017e-07,0.9999981,0,none,True
0.9999894,6.692849e-08,3.1567786e-06,7.3609135e-06,0.9999894,0,none,True
0.9999964,1.1080608e-08,2.407789e-06,1.1484996e-06,0.9999964,0,none,True
0.9999987,3.883601e-07,8.6394385e-07,1.1411713e-07,0.9999987,0,none,True
0.9999963,6.1409236e-07,1.6438119e-06,1.3821151e-06,0.9999963,0,none,True
0.99998033,8.281387e-07,4.1402554e-06,1.4727023e-05,0.99998033,0,none,True
0.99999344,1.2593136e-06,4.499736e-06,8.029097e-07,0.99999344,0,none,True
0.99999714,9.3321184e-08,1.9957404e-06,8.18097e-07,0.99999714,0,none,True
0.9999918,3.1050433e-07,5.9799104e-06,1.8815457e-06,0.9999918,0,none,True
0.99999154,8.3270726e-07,7.029845e-06,5.4442836e-07,0.99999154,0,none,True
0.99999094,6.742835e-07,8.289309e-06,8.6309925e-08,0.99999094,0,none,True
0.9999902,7.4716977e-06,2.1090311e-06,1.778166e-07,0.9999902,0,none,True
0.99998903,5.474308e-06,5.3760336e-06,1.0393088e-07,0.99998903,0,none,True
0.9989844,0.00087979564,0.00013489279,9.1699224e-07,0.9989844,0,none,True
0.9993506,0.0004288807,0.00020916553,1.1284446e-05,0.9993506,0,none,True
0.9677271,0.03140023,0.0008260103,4.669605e-05,0.9677271,0,none,True
0.99893993,9.399595e-05,6.461867e-05,0.00090149796,0.99893993,0,none,True
0.99991286,1.5653188e-05,6.7222927e-06,6.474623e-05,0.99991286,0,none,True
0.99981827,2.991628e-06,0.00012028177,5.8530266e-05,0.99981827,0,none,True
0.99910873,1.5370768e-05,0.00077195454,0.000103893435,0.99910873,0,none,True
0.9963085,0.00010559747,0.0032079886,0.00037784115,0.9963085,0,none,True
0.99666613,7.7406425e-05,0.0032430287,1.3469204e-05,0.99666613,0,none,True
0.99716586,0.0027470274,8.2960476e-05,4.1499347e-06,0.99716586,0,none,True
0.9998847,3.8888214e-05,6.41461e-05,1.2241983e-05,0.9998847,0,none,True
0.9999933,2.049073e-07,3.8851563e-06,2.5513252e-06,0.9999933,0,none,True
0.9999639,6.5061124e-07,2.6594894e-06,3.2840482e-05,0.9999639,0,none,True
0.99996006,1.5439945e-06,7.0133086e-07,3.7706202e-05,0.99996006,0,none,True
0.999979,1.0337061e-06,2.030762e-06,1.7905462e-05,0.999979,0,none,True
0.99999464,1.3841328e-07,1.0220357e-06,4.220236e-06,0.99999464,0,none,True
0.9999591,4.391938e-06,5.6512526e-06,3.087824e-05,0.9999591,0,none,True
0.99994874,4.7821737e-05,3.27424e-06,1.4414076e-07,0.99994874,0,none,True
0.99998796,5.30367e-06,5.2669407e-06,1.4172668e-06,0.99998796,0,none,True
0.99997985,1.6203643e-05,3.8282064e-06,1.307953e-07,0.99997985,0,none,True
0.9999938,3.671297e-06,1.4668581e-06,1.0026148e-06,0.9999938,0,none,True
0.9999982,2.233946e-07,1.3263447e-06,2.3868455e-07,0.9999982,0,none,True
0.9999908,1.8485376e-07,7.590762e-06,1.4046065e-06,0.9999908,0,none,True
0.9999957,9.262573e-08,3.6728345e-06,4.7028286e-07,0.9999957,0,none,True
0.999998,1.461307e-08,1.8438507e-06,1.6222134e-07,0.999998,0,none,True
0.99999845,1.4440522e-07,1.4026093e-06,9.640745e-09,0.99999845,0,none,True
0.9999989,6.7839625e-07,3.298231e-07,2.6689174e-08,0.9999989,0,none,True
0.9999434,4.7760182e-05,8.675706e-06,1.5424166e-07,0.9999434,0,none,True
0.999961,3.8327755e-05,6.2748774e-07,2.5245827e-08,0.999961,0,none,True
0.99999774,1.9767915e-06,1.248275e-07,2.1547636e-07,0.99999774,0,none,True
0.99999785,1.1677897e-06,3.8319007e-07,5.8446113e-07,0.99999785,0,none,True
0.9999975,9.408926e-07,6.8001725e-07,8.8805655e-07,0.9999975,0,none,True
0.9999993,3.037241e-08,3.164381e-08,6.6710936e-07,0.9999993,0,none,True
0.99999905,2.6724376e-08,5.002735e-07,4.35347e-07,0.99999905,0,none,True
0.99999857,1.3730074e-06,8.254417e-08,1.5456052e-08,0.99999857,0,none,True
0.9999969,2.6851657e-07,2.8027152e-06,6.22746e-08,0.9999969,0,none,True
0.9999993,5.5359027e-07,1.6263049e-07,1.0906999e-08,0.9999993,0,none,True
0.99999964,3.0620927e-07,3.7178516e-08,4.117318e-09,0.99999964,0,none,True
0.99999905,2.2424281e-07,3.0143474e-07,4.2674347e-07,0.99999905,0,none,True
0.99998736,1.2252117e-05,2.6087443e-07,1.0496484e-07,0.99998736,0,none,True
0.99999976,1.2567416e-07,5.246743e-08,6.670247e-08,0.99999976,0,none,True
0.9999995,4.020669e-08,8.204792e-08,3.1061487e-07,0.9999995,0,none,True
0.9999896,9.453252e-06,2.1487377e-07,7.0641903e-07,0.9999896,0,none,True
0.99999344,5.126994e-06,1.28971e-06,1.7236012e-07,0.99999344,0,none,True
0.9999516,4.7072655e-05,1.2976245e-06,8.1144e-08,0.9999516,0,none,True
0.99999905,8.970286e-07,1.9493918e-08,3.3728565e-08,0.99999905,0,none,True
0.99999857,4.819971e-07,1.2878772e-07,8.049394e-07,0.99999857,0,none,True
0.9999988,1.0887488e-06,1.17450824e-07,4.2637378e-08,0.9999988,0,none,True
0.99999774,1.8308034e-06,1.9320261e-07,2.736687e-07,0.99999774,0,none,True
0.9999975,1.5119928e-06,8.139812e-07,1.8833795e-07,0.9999975,0,none,True
0.99999976,1.566424e-07,1.634234e-08,2.0771774e-08,0.99999976,0,none,True
0.99999845,1.2510283e-06,2.5079427e-07,2.2052276e-08,0.99999845,0,none,True
0.9999989,8.357079e-07,2.0784707e-07,3.112369e-08,0.9999989,0,none,True
0.9999975,4.98521e-07,1.8977736e-06,6.6995064e-08,0.9999975,0,none,True
0.9999999,2.8623118e-08,3.691806e-08,2.4869903e-08,0.9999999,0,none,True
0.99999964,1.8082015e-07,1.5992424e-07,1.6585009e-08,0.99999964,0,none,True
0.9999945,5.2050614e-06,8.088942e-08,2.2974679e-07,0.9999945,0,none,True
0.99999833,1.0055371e-06,5.048107e-07,1.6755227e-07,0.99999833,0,none,True
0.9999931,6.579755e-06,2.0190791e-07,9.252626e-08,0.9999931,0,none,True
0.99999964,1.6749466e-07,6.241176e-08,1.4751497e-07,0.99999964,0,none,True
0.99999964,9.7775576e-08,8.186036e-08,2.2251994e-07,0.99999964,0,none,True
0.9999999,2.8472167e-09,1.06814326e-07,1.1366894e-08,0.9999999,0,none,True
0.99999917,8.319988e-08,6.743289e-07,9.1829186e-08,0.99999917,0,none,True
0.9999994,6.625194e-08,5.0495186e-07,3.5809844e-08,0.9999994,0,none,True
0.9999982,4.3842103e-09,1.294927e-06,5.030368e-07,0.9999982,0,none,True
0.9998975,9.395191e-05,1.6773178e-06,6.8494405e-06,0.9998975,0,none,True
0.99997413,2.5185982e-05,4.877845e-07,2.0109199e-07,0.99997413,0,none,True
0.9999949,2.9665208e-07,7.2268836e-07,4.0947302e-06,0.9999949,0,none,True
0.99999714,2.5922811e-06,5.5372762e-08,2.7251872e-07,0.99999714,0,none,True
0.9999988,5.024948e-07,7.930918e-08,5.6385056e-07,0.9999988,0,none,True
0.9999957,1.1827127e-06,4.1465998e-07,2.6935404e-06,0.9999957,0,none,True
0.9999223,6.5885405e-07,1.0294718e-05,6.68004e-05,0.9999223,0,none,True
0.9999951,1.0157958e-06,3.4307805e-06,4.880921e-07,0.9999951,0,none,True
0.99999344,5.8174683e-06,5.104432e-07,2.3399275e-07,0.99999344,0,none,True
0.9999968,8.046908e-07,3.886832e-07,2.0641362e-06,0.9999968,0,none,True
0.99999917,5.786949e-07,2.1640957e-07,5.978129e-08,0.99999917,0,none,True
0.999982,1.5739117e-05,1.767056e-06,5.4798187e-07,0.999982,0,none,True
0.9999981,5.0456316e-07,1.7099286e-07,1.2512903e-06,0.9999981,0,none,True
0.99999404,1.9746267e-08,5.668945e-06,2.296514e-07,0.99999404,0,none,True
0.9999999,3.795413e-08,7.22385e-08,5.0539118e-08,0.9999999,0,none,True
0.9999993,4.584538e-07,2.756583e-07,2.0876543e-08,0.9999993,0,none,True
0.9999993,6.115484e-07,1.1913516e-07,6.0372654e-09,0.9999993,0,none,True
0.99999964,2.0183954e-07,1.1611292e-07,8.3740105e-08,0.99999964,0,none,True
0.99999905,3.2518693e-07,2.760132e-08,5.673459e-07,0.99999905,0,none,True
0.99999917,2.741083e-08,6.539972e-07,1.4864905e-07,0.99999917,0,none,True
0.9999989,9.516136e-09,4.2941803e-08,1.0279462e-06,0.9999989,0,none,True
0.9999994,1.8273177e-08,1.7916912e-07,3.7203495e-07,0.9999994,0,none,True
0.99999917,4.3302742e-07,2.2063452e-07,2.3603319e-07,0.99999917,0,none,True
0.9999989,7.196462e-08,7.4469887e-07,2.0492995e-07,0.9999989,0,none,True
0.99996626,2.605733e-05,1.1731715e-07,7.5275916e-06,0.99996626,0,none,True
0.9999877,7.472648e-06,3.998089e-06,8.2852637e-07,0.9999877,0,none,True
0.9999064,8.864637e-05,2.4699605e-06,2.4796536e-06,0.9999064,0,none,True
0.9998375,4.758469e-07,3.5453384e-05,0.00012647956,0.9998375,0,none,True
0.99996924,1.0240962e-05,1.7948201e-05,2.5161983e-06,0.99996924,0,none,True
0.9991794,0.0006137912,0.00019493031,1.1806608e-05,0.9991794,0,none,True
0.99908996,0.00083803444,1.3519199e-05,5.852161e-05,0.99908996,0,none,True
0.9999107,1.28703605e-05,2.2591848e-05,5.3814423e-05,0.9999107,0,none,True
0.9999887,1.920312e-06,5.0613944e-06,4.3113178e-06,0.9999887,0,none,True
0.9994475,6.654708e-05,8.502524e-06,0.0004774308,0.9994475,0,none,True
0.9994728,0.00040366658,0.00011268345,1.0837399e-05,0.9994728,0,none,True
0.9997384,1.18864655e-05,0.00022653851,2.3124034e-05,0.9997384,0,none,True
0.9998085,0.00017125931,1.9292322e-05,1.0282424e-06,0.9998085,0,none,True
0.99998236,6.802006e-06,5.3437643e-06,5.553923e-06,0.99998236,0,none,True
0.99999344,4.5729487e-07,1.3054292e-06,4.8455327e-06,0.99999344,0,none,True
0.9999808,1.0040447e-06,1.8491883e-06,1.632573e-05,0.9999808,0,none,True
0.999995,2.6766659e-06,1.7039457e-07,2.1774779e-06,0.999995,0,none,True
0.9999989,6.218191e-08,3.9369047e-07,5.9561313e-07,0.9999989,0,none,True
0.99999845,2.9206092e-07,1.1704422e-07,1.1178407e-06,0.99999845,0,none,True
0.9999993,5.8010585e-08,6.058121e-07,7.498541e-08,0.9999993,0,none,True
0.9999974,2.020489e-06,5.6344606e-07,2.674488e-08,0.9999974,0,none,True
0.99999833,4.338745e-07,1.1947438e-06,4.9535917e-08,0.99999833,0,none,True
0.9999962,3.3842691e-06,3.487216e-07,3.314247e-08,0.9999962,0,none,True
0.99999857,1.031666e-06,3.195501e-07,6.5576025e-08,0.99999857,0,none,True
0.99999595,6.283654e-07,3.3472527e-06,5.2267666e-08,0.99999595,0,none,True
0.99881077,0.0011430553,4.5555902e-05,5.81258e-07,0.99881077,0,none,True
0.99999404,1.5475547e-07,5.271505e-06,4.875496e-07,0.99999404,0,none,True
0.999959,7.765546e-06,3.274475e-05,4.8315064e-07,0.999959,0,none,True
0.9999988,8.6715335e-07,2.136974e-07,5.697736e-08,0.9999988,0,none,True
0.99998724,9.247389e-07,1.1465471e-05,3.139965e-07,0.99998724,0,none,True
0.9999622,3.70604e-05,7.4320013e-07,1.1892159e-08,0.9999622,0,none,True
0.9999989,9.638406e-07,6.8763754e-08,1.1373563e-08,0.9999989,0,none,True
0.9999944,5.153087e-06,1.8080921e-07,2.1701491e-07,0.9999944,0,none,True
0.9999857,1.3873518e-05,3.771231e-07,9.338346e-09,0.9999857,0,none,True
0.99999726,6.631606e-07,1.7410745e-06,3.8628033e-07,0.99999726,0,none,True
0.9999931,1.0756788e-06,5.724599e-06,1.6398661e-07,0.9999931,0,none,True
0.9999982,4.6046452e-07,1.0198934e-06,3.6168274e-07,0.9999982,0,none,True
0.99997985,5.8345963e-06,1.4262551e-05,3.4229465e-08,0.99997985,0,none,True
0.9985536,0.0013887433,5.7166446e-05,5.5444565e-07,0.9985536,0,none,True
0.99989736,1.1858195e-06,0.0001011104,3.743101e-07,0.99989736,0,none,True
0.9997551,0.00017638202,6.737074e-05,1.1669684e-06,0.9997551,0,none,True
0.99958795,0.000291733,3.5184163e-05,8.508785e-05,0.99958795,0,none,True
0.97832674,0.02145034,4.743424e-05,0.00017551953,0.97832674,0,none,True
0.99954224,0.00042708198,1.1637237e-05,1.9049996e-05,0.99954224,0,none,True
0.99937695,0.0005195509,3.977808e-06,9.956031e-05,0.99937695,0,none,True
0.9172867,0.08269943,7.57404e-06,6.330907e-06,0.9172867,0,none,True
0.9851559,0.01363533,0.0011472467,6.16048e-05,0.9851559,0,none,True
0.9985667,0.00015187803,5.949524e-05,0.0012220268,0.9985667,0,none,True
0.99987245,1.8018318e-05,1.25539345e-05,9.698381e-05,0.99987245,0,none,True
0.99998534,1.2138551e-06,1.7932945e-06,1.1685354e-05,0.99998534,0,none,True
0.99995077,1.7678124e-07,4.7892077e-05,1.1848023e-06,0.99995077,0,none,True
0.99999595,2.7661966e-07,3.6492438e-06,1.17542264e-07,0.99999595,0,none,True
0.9999974,7.671611e-07,1.8581994e-06,3.2561914e-08,0.9999974,0,none,True
0.9999989,7.6959213e-07,1.08632356e-07,2.3288003e-07,0.9999989,0,none,True
0.9999993,7.0665294e-07,6.1765224e-09,6.139235e-08,0.9999993,0,none,True
0.99999976,4.827722e-08,6.6276327e-09,1.4420422e-07,0.99999976,0,none,True
0.99999976,1.9277811e-08,5.104537e-09,1.9697752e-07,0.99999976,0,none,True
0.99999964,1.07567296e-07,3.323374e-08,2.0625315e-07,0.99999964,0,none,True
0.999997,3.050279e-08,6.8256645e-07,2.2094957e-06,0.999997,0,none,True
0.9999987,3.902705e-08,1.3014409e-06,1.5732484e-08,0.9999987,0,none,True
0.99999857,8.094327e-07,5.7326804e-07,6.5696334e-08,0.99999857,0,none,True
0.9999933,6.4340584e-06,1.5485574e-07,1.0178609e-07,0.9999933,0,none,True
0.9999995,9.788976e-08,2.3846735e-07,1.0691458e-07,0.9999995,0,none,True
0.9999988,2.0549041e-07,3.0800612e-07,7.035554e-07,0.9999988,0,none,True
0.9999908,7.985412e-07,7.1356465e-07,7.6257124e-06,0.9999908,0,none,True
0.99999654,1.2406866e-06,2.001717e-06,2.408654e-07,0.99999654,0,none,True
0.99999976,8.6042434e-08,1.0446821e-07,1.6167851e-08,0.99999976,0,none,True
0.99999726,1.5710826e-06,1.0958181e-06,8.709731e-08,0.99999726,0,none,True
0.9999974,1.23373e-06,1.198807e-06,2.4962287e-07,0.9999974,0,none,True
0.99999523,4.106436e-06,6.348898e-07,8.524441e-08,0.99999523,0,none,True
0.99956757,0.00041154906,2.0441417e-05,4.279398e-07,0.99956757,0,none,True
0.9999137,8.44098e-05,1.7227827e-06,1.7402972e-07,0.9999137,0,none,True
0.9999285,2.7656328e-05,4.2887485e-05,9.3206495e-07,0.9999285,0,none,True
0.99963117,0.0003682022,5.6557144e-07,4.1317858e-08,0.99963117,0,none,True
0.9999913,7.915807e-06,2.2092314e-07,5.263455e-07,0.9999913,0,none,True
0.99999857,3.9511514e-07,3.786112e-07,6.7194554e-07,0.99999857,0,none,True
0.9999994,2.077558e-07,4.9438373e-08,3.969601e-07,0.9999994,0,none,True
0.9999989,1.9504105e-08,4.9099388e-08,1.041724e-06,0.9999989,0,none,True
0.9999995,3.635808e-07,3.6985e-08,8.131182e-08,0.9999995,0,none,True
0.99999833,1.5388333e-06,1.3427557e-07,3.2943262e-08,0.99999833,0,none,True
0.99999654,2.8776215e-06,5.60149e-07,4.3951314e-08,0.99999654,0,none,True
0.9999987,8.5606297e-07,4.3307224e-07,3.4768227e-08,0.9999987,0,none,True
0.99999976,1.30386715e-08,1.4968347e-07,3.4428087e-08,0.99999976,0,none,True
0.99999523,2.0555642e-06,2.475467e-06,2.5240084e-07,0.99999523,0,none,True
0.9999988,6.701998e-07,4.5287916e-07,8.764438e-08,0.9999988,0,none,True
0.9999995,2.5999293e-07,1.3745054e-07,3.622077e-08,0.9999995,0,none,True
0.99999976,3.1344438e-08,9.806059e-08,1.142038e-07,0.99999976,0,none,True
0.99999964,2.3008586e-07,6.8877874e-08,1.3409524e-08,0.99999964,0,none,True
0.9999993,4.4992836e-07,3.062839e-07,1.06507825e-08,0.9999993,0,none,True
0.99999964,2.6778936e-08,1.3423875e-07,1.5772919e-07,0.99999964,0,none,True
0.99999595,2.24731e-06,1.2658641e-07,1.683769e-06,0.99999595,0,none,True
0.99999523,4.5032643e-06,1.1704719e-07,1.6658241e-07,0.99999523,0,none,True
0.9999951,4.179014e-06,5.364254e-07,1.8503957e-07,0.9999951,0,none,True
0.9999863,9.211597e-06,5.254582e-07,4.0016002e-06,0.9999863,0,none,True
0.9999925,2.3787068e-06,4.944607e-07,4.642006e-06,0.9999925,0,none,True
0.9999784,1.9575366e-05,3.310166e-07,1.6654523e-06,0.9999784,0,none,True
0.9999975,1.2624826e-06,6.734261e-07,6.158355e-07,0.9999975,0,none,True
0.99999905,4.7080272e-07,3.4570274e-07,1.7921418e-07,0.99999905,0,none,True
0.9999975,1.2195765e-06,1.1511578e-06,7.325342e-08,0.9999975,0,none,True
0.99999964,1.5745941e-07,5.8651555e-08,9.609901e-08,0.99999964,0,none,True
0.9999987,7.2888315e-07,5.7215556e-07,4.1619902e-08,0.9999987,0,none,True
0.99999917,2.1710495e-07,5.054114e-07,6.820223e-08,0.99999917,0,none,True
0.9999994,8.61606e-09,3.0241267e-07,2.4549473e-07,0.9999994,0,none,True
0.99999857,8.124473e-09,1.3106778e-06,8.057009e-08,0.99999857,0,none,True
0.99999964,1.1417476e-08,2.3522837e-07,1.5595805e-07,0.99999964,0,none,True
0.99999845,9.490994e-08,1.8635974e-07,1.3097416e-06,0.99999845,0,none,True
0.9999993,1.1561686e-07,5.9056805e-07,2.557301e-08,0.9999993,0,none,True
0.9999999,3.8199732e-09,4.3060528e-08,6.0695314e-08,0.9999999,0,none,True
0.999995,4.1347226e-07,1.6387788e-06,3.0024016e-06,0.999995,0,none,True
0.99998593,1.2247836e-05,1.1368634e-06,6.2618284e-07,0.99998593,0,none,True
0.9999964,3.9317098e-07,1.01549e-06,2.2095198e-06,0.9999964,0,none,True
0.9999845,1.228004e-05,2.9057747e-07,2.8822533e-06,0.9999845,0,none,True
0.9999865,1.2968082e-05,3.761622e-07,1.1933685e-07,0.9999865,0,none,True
0.99999714,7.1829794e-07,1.9244699e-06,1.738863e-07,0.99999714,0,none,True
0.999969,1.027277e-05,1.2135152e-05,8.553314e-06,0.999969,0,none,True
0.9999093,8.7503555e-05,1.2295878e-06,1.9615e-06,0.9999093,0,none,True
0.9998832,8.121447e-08,0.00011664182,1.16022804e-07,0.9998832,0,none,True
0.9999682,6.0401735e-06,2.2732896e-05,3.0398153e-06,0.9999682,0,none,True
0.999858,2.3690345e-05,0.0001154229,2.801674e-06,0.999858,0,none,True
0.9999703,1.0110413e-05,1.8594548e-05,9.372705e-07,0.9999703,0,none,True
0.9998605,3.3285764e-06,0.0001162137,1.9856352e-05,0.9998605,0,none,True
0.99995077,2.9735787e-05,4.829866e-06,1.4692373e-05,0.99995077,0,none,True
0.9994616,6.9368366e-06,0.00037281704,0.0001586755,0.9994616,0,none,True
0.99994266,2.8279821e-05,1.23655e-05,1.6650965e-05,0.99994266,0,none,True
0.9991605,0.0008028047,2.5647643e-05,1.0987354e-05,0.9991605,0,none,True
0.99981385,0.00014897806,2.060833e-05,1.6631808e-05,0.99981385,0,none,True
0.99994063,1.3969956e-05,1.2441144e-05,3.290006e-05,0.99994063,0,none,True
0.99999714,1.3647744e-06,1.0053767e-06,4.6273908e-07,0.99999714,0,none,True
0.99997795,2.6159607e-06,3.231328e-06,1.622823e-05,0.99997795,0,none,True
0.9999778,4.7323027e-07,2.0423204e-05,1.2987072e-06,0.9999778,0,none,True
0.9999964,2.0974797e-07,3.2370012e-06,8.9299704e-08,0.9999964,0,none,True
0.9999989,8.9336254e-07,8.802335e-08,1.3571717e-07,0.9999989,0,none,True
0.999969,1.8337448e-07,8.852902e-06,2.1991722e-05,0.999969,0,none,True
0.9999956,2.157537e-07,3.4712696e-06,7.251674e-07,0.9999956,0,none,True
0.99999297,6.778926e-08,1.0429335e-06,5.9232893e-06,0.99999297,0,none,True
0.9999962,1.8855526e-06,5.6271665e-07,1.3452991e-06,0.9999962,0,none,True
0.99999416,9.095754e-07,2.8486172e-06,2.0336145e-06,0.99999416,0,none,True
0.99998844,3.2758878e-06,1.5842639e-06,6.6616726e-06,0.99998844,0,none,True
0.99996185,3.5151737e-05,3.7210367e-07,2.6410182e-06,0.99996185,0,none,True
0.9999739,6.4259552e-06,5.944755e-06,1.376757e-05,0.9999739,0,none,True
0.9999889,2.2023073e-07,5.1685815e-06,5.7201382e-06,0.9999889,0,none,True
0.9999478,1.5370792e-06,4.0345014e-05,1.0300451e-05,0.9999478,0,none,True
0.99999034,2.549649e-06,5.4511374e-06,1.6657469e-06,0.99999034,0,none,True
0.9999882,1.7040423e-06,1.6989212e-06,8.414847e-06,0.9999882,0,none,True
0.9997675,1.93896e-07,1.2006329e-06,0.00023112503,0.9997675,0,none,True
0.999997,4.3521288e-07,3.5094152e-07,2.2394242e-06,0.999997,0,none,True
0.9999558,3.5233197e-06,8.388958e-06,3.2302505e-05,0.9999558,0,none,True
0.99998987,7.7580435e-06,5.167781e-07,1.8847999e-06,0.99998987,0,none,True
0.999992,4.1680653e-07,3.6726353e-06,3.8380317e-06,0.999992,0,none,True
